title,content,url,,,,,
社員アンケート,"②設備,東京本社のネット環境を改善してほしい。,ご不便をおかけします。現在情報システム委員会内で調査・対応検討中です。\n改善まで今しばらくお待ち下さい。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,東京本社のネット環境を改善してほしい。,ご不便をおかけします。現在情報システム委員会内で調査・対応検討中です。
改善まで今しばらくお待ち下さい。",②設備,東京本社のネット環境を改善してほしい。,"ご不便をおかけします。現在情報システム委員会内で調査・対応検討中です。
改善まで今しばらくお待ち下さい。"
社員アンケート,"②設備,ジョブカンから別の勤怠管理システムへ変えてほしい。,リモート時のGPS打刻や、案件ごとの細かなシフト変更などの観点からジョブカンを選定しております。現時点でこれらの業務体制が大きく変わることはないので、変更は予定しておりません。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,ジョブカンから別の勤怠管理システムへ変えてほしい。,リモート時のGPS打刻や、案件ごとの細かなシフト変更などの観点からジョブカンを選定しております。現時点でこれらの業務体制が大きく変わることはないので、変更は予定しておりません。",②設備,ジョブカンから別の勤怠管理システムへ変えてほしい。,リモート時のGPS打刻や、案件ごとの細かなシフト変更などの観点からジョブカンを選定しております。現時点でこれらの業務体制が大きく変わることはないので、変更は予定しておりません。
社員アンケート,"②設備,新しいPC・端末の購入について(Mac、Windows、デモ機などの購入をして欲しい)。,開発に必要なマシンスペックを定期的に調査して端末購入を行います。\n現状使用している機材スペックに問題があるときは、上長までご相談ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,新しいPC・端末の購入について(Mac、Windows、デモ機などの購入をして欲しい)。,開発に必要なマシンスペックを定期的に調査して端末購入を行います。
現状使用している機材スペックに問題があるときは、上長までご相談ください。",②設備,新しいPC・端末の購入について(Mac、Windows、デモ機などの購入をして欲しい)。,"開発に必要なマシンスペックを定期的に調査して端末購入を行います。
現状使用している機材スペックに問題があるときは、上長までご相談ください。"
社員アンケート,"②設備,有給申請方法（Todayチャット）の運用を改善してほしい。,ジョブカンから直接【有給申請】いただくフローに変更しました。\n従来のTodayメールやフォーム申請の必要はありませんが、案件内メンバーやお客様先などで連絡が必要な場合は別途ご対応ください。\n\nまた有給以外で【遅刻/早退/直行/直帰/欠勤】となる際は、事業部毎の勤怠連絡フォームから原則前日までの申請が必要となります。詳細は勤怠管理フローでご確認ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,有給申請方法（Todayチャット）の運用を改善してほしい。,ジョブカンから直接【有給申請】いただくフローに変更しました。
従来のTodayメールやフォーム申請の必要はありませんが、案件内メンバーやお客様先などで連絡が必要な場合は別途ご対応ください。

また有給以外で【遅刻/早退/直行/直帰/欠勤】となる際は、事業部毎の勤怠連絡フォームから原則前日までの申請が必要となります。詳細は勤怠管理フローでご確認ください。",②設備,有給申請方法（Todayチャット）の運用を改善してほしい。,"ジョブカンから直接【有給申請】いただくフローに変更しました。
従来のTodayメールやフォーム申請の必要はありませんが、案件内メンバーやお客様先などで連絡が必要な場合は別途ご対応ください。

また有給以外で【遅刻/早退/直行/直帰/欠勤】となる際は、事業部毎の勤怠連絡フォームから原則前日までの申請が必要となります。詳細は勤怠管理フローでご確認ください。"
社員アンケート,"②設備,客先で使えるモバイルWi-Fiが欲しい。\n※案件にもよるが、現在の案件では個人所有の回線で対応しています,まずはお客様先にゲストWi-Fiがないかご確認ください。\nゲストWi-Fiがなく、スポット作業などで事前申請が必要な場合は営業部がWi-Fiを所有しておりますので上長経由で用途・期間を添えて貸出をご相談ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,客先で使えるモバイルWi-Fiが欲しい。
※案件にもよるが、現在の案件では個人所有の回線で対応しています,まずはお客様先にゲストWi-Fiがないかご確認ください。
ゲストWi-Fiがなく、スポット作業などで事前申請が必要な場合は営業部がWi-Fiを所有しておりますので上長経由で用途・期間を添えて貸出をご相談ください。",②設備,"客先で使えるモバイルWi-Fiが欲しい。
※案件にもよるが、現在の案件では個人所有の回線で対応しています","まずはお客様先にゲストWi-Fiがないかご確認ください。
ゲストWi-Fiがなく、スポット作業などで事前申請が必要な場合は営業部がWi-Fiを所有しておりますので上長経由で用途・期間を添えて貸出をご相談ください。"
社員アンケート,"②設備,資産管理（PC・アカウント）についてシステム化してほしい。,業務管理部内でシステム化を進めてまいります。\nリーダー層やアプリ開発など機材情報の共有が必要な方へは、運用開始しましたら別途ご連絡いたします。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,資産管理（PC・アカウント）についてシステム化してほしい。,業務管理部内でシステム化を進めてまいります。
リーダー層やアプリ開発など機材情報の共有が必要な方へは、運用開始しましたら別途ご連絡いたします。",②設備,資産管理（PC・アカウント）についてシステム化してほしい。,"業務管理部内でシステム化を進めてまいります。
リーダー層やアプリ開発など機材情報の共有が必要な方へは、運用開始しましたら別途ご連絡いたします。"
社員アンケート,"②設備,リモートワークメインで労働環境を自己投資することが多いのでオフィスセット（椅子、デスク小物）などの社員フォローがあると嬉しい。,社員のみなさまにはリモートワーク支度金をお渡ししております。\n※2021/冬季賞与で支給済み、それ以降入社の社員は初回賞与時に支給しております。\nリモートワークの機材投資には、上記支度金をご活用ください。\n業務都合で必要な機材・備品などがあれば、上長まで別途ご相談ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,リモートワークメインで労働環境を自己投資することが多いのでオフィスセット（椅子、デスク小物）などの社員フォローがあると嬉しい。,社員のみなさまにはリモートワーク支度金をお渡ししております。
※2021/冬季賞与で支給済み、それ以降入社の社員は初回賞与時に支給しております。
リモートワークの機材投資には、上記支度金をご活用ください。
業務都合で必要な機材・備品などがあれば、上長まで別途ご相談ください。",②設備,リモートワークメインで労働環境を自己投資することが多いのでオフィスセット（椅子、デスク小物）などの社員フォローがあると嬉しい。,"社員のみなさまにはリモートワーク支度金をお渡ししております。
※2021/冬季賞与で支給済み、それ以降入社の社員は初回賞与時に支給しております。
リモートワークの機材投資には、上記支度金をご活用ください。
業務都合で必要な機材・備品などがあれば、上長まで別途ご相談ください。"
社員アンケート,"②設備,自宅作業用にモニターの貸し出し制度があれば嬉しい。,PC以外の業務に必要な機材（モニター、キーボード、マウスなど）があれば、随時上長までご相談ください。\n必要な備品をご手配いたします。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,自宅作業用にモニターの貸し出し制度があれば嬉しい。,PC以外の業務に必要な機材（モニター、キーボード、マウスなど）があれば、随時上長までご相談ください。
必要な備品をご手配いたします。",②設備,自宅作業用にモニターの貸し出し制度があれば嬉しい。,"PC以外の業務に必要な機材（モニター、キーボード、マウスなど）があれば、随時上長までご相談ください。
必要な備品をご手配いたします。"
社員アンケート,"②設備,業務に必要な有料ライセンスについて。(Unity、VisualStadioなど),開発に必要なアカウント数を定期的に調査して購入を行います。\n\n業務で必要なツールは有償版の購入を検討しますので、プロジェクト責任者もしくは事業部長・直属のセクションリーダーに事前にご相談ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,業務に必要な有料ライセンスについて。(Unity、VisualStadioなど),開発に必要なアカウント数を定期的に調査して購入を行います。

業務で必要なツールは有償版の購入を検討しますので、プロジェクト責任者もしくは事業部長・直属のセクションリーダーに事前にご相談ください。",②設備,業務に必要な有料ライセンスについて。(Unity、VisualStadioなど),"開発に必要なアカウント数を定期的に調査して購入を行います。

業務で必要なツールは有償版の購入を検討しますので、プロジェクト責任者もしくは事業部長・直属のセクションリーダーに事前にご相談ください。"
社員アンケート,"②設備,Slackの部屋が多く、チャットを探すのに時間がかかります。,Slackの運用ルールを定めました。名称ルール定義をしておりますので、こちらを参考にしてください。\n社内URL集＞コミュニケーションツール - slack＞slack運用ルール",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,Slackの部屋が多く、チャットを探すのに時間がかかります。,Slackの運用ルールを定めました。名称ルール定義をしておりますので、こちらを参考にしてください。
社内URL集＞コミュニケーションツール - slack＞slack運用ルール",②設備,Slackの部屋が多く、チャットを探すのに時間がかかります。,"Slackの運用ルールを定めました。名称ルール定義をしておりますので、こちらを参考にしてください。
社内URL集＞コミュニケーションツール - slack＞slack運用ルール"
社員アンケート,"②設備,slackに移行した理由や利点について知りたい。,国内拠点だけではなく、海外拠点・グループ会社とのやり取り、主要顧客とのコミュニケーションがSlack中心となっているため、アドグローブグループとして統一化を図りました。Slackでの運用ルールや活用方法については今後もブラッシュアップしていく方針です。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,slackに移行した理由や利点について知りたい。,国内拠点だけではなく、海外拠点・グループ会社とのやり取り、主要顧客とのコミュニケーションがSlack中心となっているため、アドグローブグループとして統一化を図りました。Slackでの運用ルールや活用方法については今後もブラッシュアップしていく方針です。",②設備,slackに移行した理由や利点について知りたい。,国内拠点だけではなく、海外拠点・グループ会社とのやり取り、主要顧客とのコミュニケーションがSlack中心となっているため、アドグローブグループとして統一化を図りました。Slackでの運用ルールや活用方法については今後もブラッシュアップしていく方針です。
社員アンケート,"②設備,機材、物品、端末について稟議フォームがほしい。,slackの該当チャンネルにて稟議申請用のワークフローを作成しました。\n申請時に、ご活用ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,機材、物品、端末について稟議フォームがほしい。,slackの該当チャンネルにて稟議申請用のワークフローを作成しました。
申請時に、ご活用ください。",②設備,機材、物品、端末について稟議フォームがほしい。,"slackの該当チャンネルにて稟議申請用のワークフローを作成しました。
申請時に、ご活用ください。"
社員アンケート,"②設備,出向先がセキュリティーが厳重でslackを確認するのに手間がかかる。\nまた、出向先のPCにログインしたままにするのはセキュリティ面で不安があります。,出向先に常駐している場合は、お手数ですがスマホ向けSlackアプリをインストールいただき会社からの連絡事項をご確認ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,出向先がセキュリティーが厳重でslackを確認するのに手間がかかる。
また、出向先のPCにログインしたままにするのはセキュリティ面で不安があります。,出向先に常駐している場合は、お手数ですがスマホ向けSlackアプリをインストールいただき会社からの連絡事項をご確認ください。",②設備,"出向先がセキュリティーが厳重でslackを確認するのに手間がかかる。
また、出向先のPCにログインしたままにするのはセキュリティ面で不安があります。",出向先に常駐している場合は、お手数ですがスマホ向けSlackアプリをインストールいただき会社からの連絡事項をご確認ください。
社員アンケート,"②設備,出向先でslackをログインしたままにするのは不安があるので、Slack上での辞令のやり取りなどの対応を変えられないでしょうか。,辞令などセンシティブな情報につきましては郵送対応も可能となりますので、まずは上長にご相談ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,出向先でslackをログインしたままにするのは不安があるので、Slack上での辞令のやり取りなどの対応を変えられないでしょうか。,辞令などセンシティブな情報につきましては郵送対応も可能となりますので、まずは上長にご相談ください。",②設備,出向先でslackをログインしたままにするのは不安があるので、Slack上での辞令のやり取りなどの対応を変えられないでしょうか。,辞令などセンシティブな情報につきましては郵送対応も可能となりますので、まずは上長にご相談ください。
社員アンケート,"②設備,PCの定期購入を検討してほしい。(2年サイクル),端末不調や低スペック端末については定期的に入れ替えを行いますので、随時上長までご相談ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,PCの定期購入を検討してほしい。(2年サイクル),端末不調や低スペック端末については定期的に入れ替えを行いますので、随時上長までご相談ください。",②設備,PCの定期購入を検討してほしい。(2年サイクル),端末不調や低スペック端末については定期的に入れ替えを行いますので、随時上長までご相談ください。
社員アンケート,"②設備,空気清浄機の導入を希望します。,社員の出勤状況などを鑑みて必要な設備を検討します。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,空気清浄機の導入を希望します。,社員の出勤状況などを鑑みて必要な設備を検討します。",②設備,空気清浄機の導入を希望します。,社員の出勤状況などを鑑みて必要な設備を検討します。
社員アンケート,"②設備,持ち出しPC(外部打合せ)の貸し出しについて、知りたい。,業務管理部にて持ち出しPCを準備しておきますので、必要な時は声を掛けて借用してください。PC在庫は資産管理グループで一元管理を行っているため本部ではなく業務管理部より貸し出しを行います。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,持ち出しPC(外部打合せ)の貸し出しについて、知りたい。,業務管理部にて持ち出しPCを準備しておきますので、必要な時は声を掛けて借用してください。PC在庫は資産管理グループで一元管理を行っているため本部ではなく業務管理部より貸し出しを行います。",②設備,持ち出しPC(外部打合せ)の貸し出しについて、知りたい。,業務管理部にて持ち出しPCを準備しておきますので、必要な時は声を掛けて借用してください。PC在庫は資産管理グループで一元管理を行っているため本部ではなく業務管理部より貸し出しを行います。
社員アンケート,"②設備,デザインツールの作業環境統一を希望します。(Adobe契約プランなど),社内で使うツールは統一を図りますので、必要なツールとライセンス数を整理して事業部の管理職またはセクションリーダーに相談してください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,デザインツールの作業環境統一を希望します。(Adobe契約プランなど),社内で使うツールは統一を図りますので、必要なツールとライセンス数を整理して事業部の管理職またはセクションリーダーに相談してください。",②設備,デザインツールの作業環境統一を希望します。(Adobe契約プランなど),社内で使うツールは統一を図りますので、必要なツールとライセンス数を整理して事業部の管理職またはセクションリーダーに相談してください。
社員アンケート,"②設備,設備投資に注力してほしいです。(会議室、オフィスの椅子、ディスプレイ、ケーブルなど),会議室設備について改善を行います。\nHDMIケーブル、電源、HUBなど",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,設備投資に注力してほしいです。(会議室、オフィスの椅子、ディスプレイ、ケーブルなど),会議室設備について改善を行います。
HDMIケーブル、電源、HUBなど",②設備,設備投資に注力してほしいです。(会議室、オフィスの椅子、ディスプレイ、ケーブルなど),"会議室設備について改善を行います。
HDMIケーブル、電源、HUBなど"
社員アンケート,"②設備,オフィス消耗備品の準備について教えてほしい。,必要な備品がありましたら業務管理部へ直接声を掛けてください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,オフィス消耗備品の準備について教えてほしい。,必要な備品がありましたら業務管理部へ直接声を掛けてください。",②設備,オフィス消耗備品の準備について教えてほしい。,必要な備品がありましたら業務管理部へ直接声を掛けてください。
社員アンケート,"②設備,客先打合せ用の軽量PCがほしい。,業務管理部から貸し出し可能です。都度借用してください。\n軽量PCは在庫端末有時のみ貸し出せるのでタブレットあるいは通常の空きノートPCになる可能性があります。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,客先打合せ用の軽量PCがほしい。,業務管理部から貸し出し可能です。都度借用してください。
軽量PCは在庫端末有時のみ貸し出せるのでタブレットあるいは通常の空きノートPCになる可能性があります。",②設備,客先打合せ用の軽量PCがほしい。,"業務管理部から貸し出し可能です。都度借用してください。
軽量PCは在庫端末有時のみ貸し出せるのでタブレットあるいは通常の空きノートPCになる可能性があります。"
社員アンケート,"②設備,検証端末が不足している。,不足している端末は必要に応じて購入しますので、購入希望リストを上⾧（部⾧）へ申請してください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,検証端末が不足している。,不足している端末は必要に応じて購入しますので、購入希望リストを上⾧（部⾧）へ申請してください。",②設備,検証端末が不足している。,不足している端末は必要に応じて購入しますので、購入希望リストを上⾧（部⾧）へ申請してください。
社員アンケート,"②設備,Unity Proライセンス購入してほしい。,Unity Proのライセンスを購入しました！\nライセンスが足りない場合は上⾧まで相談してください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,Unity Proライセンス購入してほしい。,Unity Proのライセンスを購入しました！
ライセンスが足りない場合は上⾧まで相談してください。",②設備,Unity Proライセンス購入してほしい。,"Unity Proのライセンスを購入しました！
ライセンスが足りない場合は上⾧まで相談してください。"
社員アンケート,"②設備,有料ツールの購入希望。,以下のツールを導入する予定です。（2019年夏時点）\n＜Web&アプリ事業部＞\n・PhpStorm    ：PHPやHTML,JSなどの開発ツールIDE\n・Brabio!    ：プロジェクト管理ツール\n＜ゲーム事業部＞\n・resharper    ：ソースコード解析ツール",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,有料ツールの購入希望。,以下のツールを導入する予定です。（2019年夏時点）
＜Web&アプリ事業部＞
・PhpStorm    ：PHPやHTML,JSなどの開発ツールIDE
・Brabio!    ：プロジェクト管理ツール
＜ゲーム事業部＞
・resharper    ：ソースコード解析ツール",②設備,有料ツールの購入希望。,"以下のツールを導入する予定です。（2019年夏時点）
＜Web&アプリ事業部＞
・PhpStorm    ：PHPやHTML,JSなどの開発ツールIDE
・Brabio!    ：プロジェクト管理ツール
＜ゲーム事業部＞
・resharper    ：ソースコード解析ツール"
社員アンケート,"②設備,出向者向け貸出PC。(現場支給品以外),必要性を検討しますので、まずは上長に相談してください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,出向者向け貸出PC。(現場支給品以外),必要性を検討しますので、まずは上長に相談してください。",②設備,出向者向け貸出PC。(現場支給品以外),必要性を検討しますので、まずは上長に相談してください。
社員アンケート,"②設備,大阪に試験端末の在庫を増やしてほしい。(貸出あると尚可),大阪オフィスに以下の試験端末を購入しました。\nipad pro 64GB / iphone XR 64GB / iphone SE 32GB / XPERIA XZ2 /HUAWEI nova lite2 /AQUOS sense",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,大阪に試験端末の在庫を増やしてほしい。(貸出あると尚可),大阪オフィスに以下の試験端末を購入しました。
ipad pro 64GB / iphone XR 64GB / iphone SE 32GB / XPERIA XZ2 /HUAWEI nova lite2 /AQUOS sense",②設備,大阪に試験端末の在庫を増やしてほしい。(貸出あると尚可),"大阪オフィスに以下の試験端末を購入しました。
ipad pro 64GB / iphone XR 64GB / iphone SE 32GB / XPERIA XZ2 /HUAWEI nova lite2 /AQUOS sense"
社員アンケート,"②設備,研究や教育向けに部門で使える予算枠がほしい。,検討していきます。\n各事業部の新規投資案件については2クォーター(7月)以降に立ち上げを行う予定です。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=0#gid=0,,"②設備,研究や教育向けに部門で使える予算枠がほしい。,検討していきます。
各事業部の新規投資案件については2クォーター(7月)以降に立ち上げを行う予定です。",②設備,研究や教育向けに部門で使える予算枠がほしい。,"検討していきます。
各事業部の新規投資案件については2クォーター(7月)以降に立ち上げを行う予定です。"
社員アンケート,"③労働環境、福利厚生,オフライン会議の開始時刻を休憩後の移動などを考慮して14:30以降にしてほしい。,ご意見ありがとうございます。\n次回以降は部会開始時間を15時～で調整中です。詳細決まりましたらエンゲージメント向上委員会にてご連絡いたしますので、ご確認ください。よろしくお願いいたします。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=1125012#gid=1125012,,"③労働環境、福利厚生,オフライン会議の開始時刻を休憩後の移動などを考慮して14:30以降にしてほしい。,ご意見ありがとうございます。
次回以降は部会開始時間を15時～で調整中です。詳細決まりましたらエンゲージメント向上委員会にてご連絡いたしますので、ご確認ください。よろしくお願いいたします。",③労働環境、福利厚生,オフライン会議の開始時刻を休憩後の移動などを考慮して14:30以降にしてほしい。,"ご意見ありがとうございます。
次回以降は部会開始時間を15時～で調整中です。詳細決まりましたらエンゲージメント向上委員会にてご連絡いたしますので、ご確認ください。よろしくお願いいたします。"
社員アンケート,"③労働環境、福利厚生,フレックス・時間休を検討してほしい,アドグローブではSES、ラボ、受託、バックオフィスといった様々な形態で働く社員がおり、現状では平等性や公平性の観点から、勤務時間は雇用契約で定めた時間のみとなります。案件先がフレックス対応となる場合は、勤務関連報告チャンネルよりシフト変更依頼してください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=1125012#gid=1125012,,"③労働環境、福利厚生,フレックス・時間休を検討してほしい,アドグローブではSES、ラボ、受託、バックオフィスといった様々な形態で働く社員がおり、現状では平等性や公平性の観点から、勤務時間は雇用契約で定めた時間のみとなります。案件先がフレックス対応となる場合は、勤務関連報告チャンネルよりシフト変更依頼してください。",③労働環境、福利厚生,フレックス・時間休を検討してほしい,アドグローブではSES、ラボ、受託、バックオフィスといった様々な形態で働く社員がおり、現状では平等性や公平性の観点から、勤務時間は雇用契約で定めた時間のみとなります。案件先がフレックス対応となる場合は、勤務関連報告チャンネルよりシフト変更依頼してください。
社員アンケート,"③労働環境、福利厚生,慶弔休暇の日数、使用期限を見直していただきたい。\n（本人結婚休暇など⋯）,下記、本人結婚休暇の使用期限を半年から1年に延長いたします。（2025/12より）\n\n(1) 本人が結婚するとき...2日（入籍日から1年以内）　\n\nその他休暇に関する具体的な要望などあれば、今後のアンケートなどでご回答ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=1125012#gid=1125012,,"③労働環境、福利厚生,慶弔休暇の日数、使用期限を見直していただきたい。
（本人結婚休暇など⋯）,下記、本人結婚休暇の使用期限を半年から1年に延長いたします。（2025/12より）

(1) 本人が結婚するとき...2日（入籍日から1年以内）　

その他休暇に関する具体的な要望などあれば、今後のアンケートなどでご回答ください。",③労働環境、福利厚生,"慶弔休暇の日数、使用期限を見直していただきたい。
（本人結婚休暇など⋯）","下記、本人結婚休暇の使用期限を半年から1年に延長いたします。（2025/12より）

(1) 本人が結婚するとき...2日（入籍日から1年以内）　

その他休暇に関する具体的な要望などあれば、今後のアンケートなどでご回答ください。"
社員アンケート,"③労働環境、福利厚生,公共交通機関の値上に伴い、交通費の上限30,000円からの引き上げを希望します。,最適経路であれば、上限金額を撤廃します。\nただし、30,000円を超える金額となる場合は事業部長クラスへの承認をいただき、フォーム申請時のチェック項目にて回答ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=1125012#gid=1125012,,"③労働環境、福利厚生,公共交通機関の値上に伴い、交通費の上限30,000円からの引き上げを希望します。,最適経路であれば、上限金額を撤廃します。
ただし、30,000円を超える金額となる場合は事業部長クラスへの承認をいただき、フォーム申請時のチェック項目にて回答ください。",③労働環境、福利厚生,"公共交通機関の値上に伴い、交通費の上限30,000円からの引き上げを希望します。","最適経路であれば、上限金額を撤廃します。
ただし、30,000円を超える金額となる場合は事業部長クラスへの承認をいただき、フォーム申請時のチェック項目にて回答ください。"
社員アンケート,"③労働環境、福利厚生,生理休暇について、現在の就業規則では「休むことは可能だが無給」という扱いであり、利用者によっては負担に感じているようです。たとえば以下のような対応があると、より働きやすくなるのではないかと思います。\n\n・生理時を含む体調不良の際、リモート勤務を認める\n・生理休暇を有給扱いとする\n\nすぐに制度化は難しいかもしれませんが、今後の環境整備の一環としてご検討いただければと思います。,貴重なご意見ありがとうございます。ご提案いただいた制度につきましては、現時点では導入の予定はございませんが、今後の制度見直しの際の参考とさせていただきます。引き続き、社員の皆様が働きやすい環境づくりに努めてまいります。\n現状の生理休暇についてはFAQ「生理休暇はありますか？」よりご確認ください。",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=1125012#gid=1125012,,"③労働環境、福利厚生,生理休暇について、現在の就業規則では「休むことは可能だが無給」という扱いであり、利用者によっては負担に感じているようです。たとえば以下のような対応があると、より働きやすくなるのではないかと思います。

・生理時を含む体調不良の際、リモート勤務を認める
・生理休暇を有給扱いとする

すぐに制度化は難しいかもしれませんが、今後の環境整備の一環としてご検討いただければと思います。,貴重なご意見ありがとうございます。ご提案いただいた制度につきましては、現時点では導入の予定はございませんが、今後の制度見直しの際の参考とさせていただきます。引き続き、社員の皆様が働きやすい環境づくりに努めてまいります。
現状の生理休暇についてはFAQ「生理休暇はありますか？」よりご確認ください。",③労働環境、福利厚生,"生理休暇について、現在の就業規則では「休むことは可能だが無給」という扱いであり、利用者によっては負担に感じているようです。たとえば以下のような対応があると、より働きやすくなるのではないかと思います。

・生理時を含む体調不良の際、リモート勤務を認める
・生理休暇を有給扱いとする

すぐに制度化は難しいかもしれませんが、今後の環境整備の一環としてご検討いただければと思います。","貴重なご意見ありがとうございます。ご提案いただいた制度につきましては、現時点では導入の予定はございませんが、今後の制度見直しの際の参考とさせていただきます。引き続き、社員の皆様が働きやすい環境づくりに努めてまいります。
現状の生理休暇についてはFAQ「生理休暇はありますか？」よりご確認ください。"
社員アンケート,"③労働環境、福利厚生,介護に関する制度などあれば、もっと周知してほしい。,現在、社内ポータルに「介護休業・休暇・時短勤務制度について」のページを作成しました。上記ページにつきまして、周知案内いたします。制度について不明点あれば上記ページをご確認いただくか、上長まで直接ご相談ください。\n\n",https://docs.google.com/spreadsheets/d/1VeovjJnVZor6BVj1daHPYRLCTy52R12Llwqw8AAGpFo/edit?gid=1125012#gid=1125012,,"③労働環境、福利厚生,介護に関する制度などあれば、もっと周知してほしい。,現在、社内ポータルに「介護休業・休暇・時短勤務制度について」のページを作成しました。上記ページにつきまして、周知案内いたします。制度について不明点あれば上記ページをご確認いただくか、上長まで直接ご相談ください。

",③労働環境、福利厚生,介護に関する制度などあれば、もっと周知してほしい。,"現在、社内ポータルに「介護休業・休暇・時短勤務制度について」のページを作成しました。上記ページにつきまして、周知案内いたします。制度について不明点あれば上記ページをご確認いただくか、上長まで直接ご相談ください。

"
